uniprot_id,combined,learned_score,top_pocket,top_pocket_residues,p_ip_given_site,hull_depth,plddt_mean,organism_key,annotated,seen,cluster,rank,precision_at_rank,gene,protein_name,keywords,function,explained
Q869U6,0.6646800588199525,0.7583404694769883,126,"419,421,422,423,424,428,430,441,443,448,449,450,476,477,478",0.8764929284050587,9.902996428849232,88.77647058823528,dictyostelium,False,False,Q869U6,11,0.0,DG1112,RasGTPase-activating protein,Reference proteome,,False
Q54L34,0.6625890979624842,0.8348566679504905,2,"12,15,16,19,20,23,27,28,65,68,69,70,71,73,74,91,92,116,117,118,119,120,123,133,134,135,137,139,140,141,142,143,153,154,155,156,159,182,184",0.7936561129577966,13.054135435392118,86.21000000000001,dictyostelium,False,False,Q86TN4,12,0.0,,2'-phosphotransferase (EC 2.7.1.160),Membrane;NAD;Reference proteome;Transferase;Transmembrane;Transmembrane helix,"FUNCTION: Catalyzes the last step of tRNA splicing, the transfer of the splice junction 2'-phosphate from ligated tRNA to NAD to produce ADP-ribose 1''-2'' cyclic phosphate. {ECO:0000256|ARBA:ARBA00003343}.",True
Q54JX1,0.6624177297860394,0.8091358233372732,1,"45,46,47,48,49,50,51,52,55,67,68,69,72,73,83,86,87,90,150,151,152,153,154,174,180,181,182,183,184,185,187,188,189,192,195,213,235,238,239,241,245,248,249,269,272,274,277,278",0.8186730962595422,15.799156523997643,90.8135294117647,dictyostelium,False,False,Q54JX1,13,0.0,,Uncharacterized protein,Reference proteome,,False
Q54ZK5,0.6602614343539845,0.7587723924584113,89,"60,65,85,86,87,108,113,117",0.8701706083622089,10.81027347308644,77.86857142857146,dictyostelium,False,False,Q54EA8,14,0.0,,Reverse transcriptase domain-containing protein,DNA recombination;DNA-binding;DNA-directed DNA polymerase;Magnesium;Metal-binding;Multifunctional enzyme;Nucleotidyltransferase;Reference proteome;RNA-binding;RNA-directed DNA polymerase;Transferase,,False
Q86HQ2,0.6561023163096514,0.760202459787253,2,"30,32,99,101,102,103,104,105,106,107,108,109,112,113,114,115,116,122,123,125,126,127,128,129,131,132,133,134,135,137,138,139,140,153,156,157,158,159,161,206,209,212,213,216,222,345,346,347,348,349,350,351,353,356,436,437,439,440,441,442,443,444,445,446,447,448,615,618,619,622,623,624,626",0.863062606365764,12.05197678533441,78.86066666666666,dictyostelium,False,False,Q55DA0,15,0.0,abcG8,ABC transporter G family member 8 (ABC transporter ABCG.8),ATP-binding;Membrane;Nucleotide-binding;Reference proteome;Transmembrane;Transmembrane helix;Transport,,True
Q54V51,0.6555747835453235,0.7642039212455558,16,"182,184,207,208,209,229,230,231,260,261,262,264,285,287",0.8578532055643204,16.445293808953764,91.23875,dictyostelium,False,False,Q54EB8,16,0.0,,FNIP repeat-containing protein,Reference proteome,,False
Q54S10,0.6451384347945256,0.8028337477592775,2,"65,69,80,83,84,87,126,127,130,131,134,135,138,208,211,212,215,216,219,262,322,325,326,367",0.8035766266616442,18.012156821079635,91.93,dictyostelium,False,False,Q54S10,17,0.0,mcfU,Mitochondrial substrate carrier family protein U,Membrane;Mitochondrion;Mitochondrion inner membrane;Reference proteome;Repeat;Transmembrane;Transmembrane helix;Transport,"FUNCTION: Mitochondrial solute carriers shuttle metabolites, nucleotides, and cofactors through the mitochondrial inner membrane. {ECO:0000250}.",False
Q55FR9,0.64352026296914,0.7291621744310096,79,"2,4,314,316,317,318,319,485,486,522,523,524,560,562,576",0.8825475121104589,26.62043491553312,84.978125,dictyostelium,False,False,P53622,18,0.0,copa,Coatomer subunit alpha (Alpha-coat protein) (Alpha-COP),Cytoplasm;ER-Golgi transport;Golgi apparatus;Membrane;Protein transport;Reference proteome;Repeat;Transport;WD repeat,"FUNCTION: The coatomer is a cytosolic protein complex that binds to dilysine motifs and reversibly associates with Golgi non-clathrin-coated vesicles, which further mediate biosynthetic protein transport from the ER, via the Golgi up to the trans Golgi network. Coatomer complex is required for budding from Golgi membranes, and is essential for the retrograde Golgi-to-ER transport of dilysine-tagged proteins (By similarity). {ECO:0000250}.",False
Q54DB2,0.6428420043464393,0.7334547729822233,112,"742,852,856,859,930,933,934,937",0.8764575922420507,17.210190183595785,89.97529411764705,dictyostelium,False,False,Q54DB2,19,0.0,psmE4,Proteasome activator complex subunit 4,DNA damage;DNA repair;Proteasome;Reference proteome;Repeat,,False
Q54ZL1,0.6426706955129889,0.7225878549331132,8,"28,30,53,83,267,269,292,322",0.8894014632621776,8.821257159745809,89.64999999999999,dictyostelium,False,False,Q54ZL1,20,0.0,,Uncharacterized protein,Reference proteome,,False
Q54RD7,0.6414911709957841,0.7578735670449925,8,"54,57,58,61,249,357,405,508,509,510,511,699,700,705,706,707,708,710,711",0.8464356046840473,19.393096134788763,88.67625,dictyostelium,False,False,Q54RD7,21,0.0,,DUF1446-domain-containing protein,Reference proteome,,False
Q55AR6,0.6360687487296126,0.7359301869885168,26,"816,817,818,824,826,837,844,845,876",0.8643058267964997,10.622203956956696,91.21333333333332,dictyostelium,False,False,Q55AR6,22,0.0,nfaA,Neurofibromin-A (DdNF1),GTPase activation;Reference proteome,"FUNCTION: Regulator of the GTPase activity of Ras, mainly RasG and RasB. {ECO:0000269|PubMed:18948008}.",False
Q55E68,0.6218725339229294,0.6989898709561687,1,"21,22,23,24,25,26,27,29,32,33,35,36,39,43,46,48,49,50,66,73,76,77,78,79,80,81,91,92,94,95,96,98,99,100,101,102,104,120,125,140,142,157,158,161",0.889673169472759,9.963135936054648,92.54666666666668,dictyostelium,False,False,Q55E68,23,0.0,nudt21,Cleavage and polyadenylation specificity factor subunit 5,Cytoplasm;Differentiation;mRNA processing;Nucleus;Reference proteome;RNA-binding,"FUNCTION: Component of the cleavage factor Im (CFIm) complex that functions as an activator of the pre-mRNA 3'-end cleavage and polyadenylation processing required for the maturation of pre-mRNA into functional mRNAs. CFIm contributes to the recruitment of multiprotein complexes on specific sequences on the pre-mRNA 3'-end, so called cleavage and polyadenylation signals (pA signals). Most pre-mRNAs contain multiple pA signals, resulting in alternative cleavage and polyadenylation (APA) producing mRNAs with variable 3'-end formation. The CFIm complex acts as a key regulator of cleavage and polyadenylation site choice during APA through its binding to 5'-UGUA-3' elements localized in the 3'-untranslated region (UTR) for a huge number of pre-mRNAs. Binds to 5'-UGUA-3' elements localized upstream of pA signals that act as enhancers of pre-mRNA 3'-end processing. The homodimer mediates simultaneous sequence-specific recognition of two 5'-UGUA-3' elements within the pre-mRNA. Plays a role in somatic cell fate transitions and pluripotency by regulating widespread changes in gene expression through an APA-dependent function. Binds to chromatin. {ECO:0000250|UniProtKB:O43809, ECO:0000250|UniProtKB:Q9CQF3}.",False
Q557D2,0.620545884784635,0.7972484911635062,15,"214,216,217,218,314,334,335,336,339,340,341,343,345,347,367,381,465,466,467,468,470,471,474,475,479,480,481,482,483,485",0.7783594345584888,11.916101585775092,95.91388888888888,dictyostelium,False,False,Q557D2,24,0.0,g6pd-1; g6pd-2,Glucose-6-phosphate 1-dehydrogenase (G6PD) (EC 1.1.1.49),Carbohydrate metabolism;Cytoplasm;Glucose metabolism;NADP;Oxidoreductase;Reference proteome,"FUNCTION: Cytosolic glucose-6-phosphate dehydrogenase that catalyzes the first and rate-limiting step of the oxidative branch within the pentose phosphate pathway/shunt, an alternative route to glycolysis for the dissimilation of carbohydrates and a major source of reducing power and metabolic intermediates for fatty acid and nucleic acid biosynthetic processes. {ECO:0000250|UniProtKB:P11413}.",True
Q552Q7,0.6201216301317618,0.7040772124738839,124,"151,152,153,154,157,161,164,173,176,177,180",0.8807579895291154,6.76202085668757,83.76823529411764,dictyostelium,False,False,Q552Q7,25,0.0,pds5,Sister chromatid cohesion protein PDS5 homolog (Precocious dissociation of sisters protein 5 homolog),Cell cycle;Cell division;Coiled coil;Mitosis;Nucleus;Reference proteome,FUNCTION: May regulate sister chromatid cohesion during mitosis and couple it to DNA replication. {ECO:0000250}.,False
Q8TBH0,0.7515302307669759,0.8369623473192135,15,"50,52,54,56,126,128,130,132,144,146",0.8979259738196392,12.347633755952302,96.11142857142856,human,False,False,Q9H3M7,1,0.0,ARRDC2,Arrestin domain-containing protein 2,Alternative splicing;Proteomics identification;Reference proteome,,False
P12271,0.7423325140060034,0.8374854522825501,5,"50,51,52,53,101,102,103,104,106,109,227,228,229,233,234,235,236,259,261,262,265",0.8863825777305036,14.88132155064736,96.975,human,False,False,P12271,2,0.0,RLBP1,Retinaldehyde-binding protein 1 (Cellular retinaldehyde-binding protein),3D-structure;Acetylation;Cytoplasm;Disease variant;Proteomics identification;Reference proteome;Retinol-binding;Sensory transduction;Transport;Vision,"FUNCTION: Soluble retinoid carrier essential the proper function of both rod and cone photoreceptors. Participates in the regeneration of active 11-cis-retinol and 11-cis-retinaldehyde, from the inactive 11-trans products of the rhodopsin photocycle and in the de novo synthesis of these retinoids from 11-trans metabolic precursors. The cycling of retinoids between photoreceptor and adjacent pigment epithelium cells is known as the 'visual cycle'. {ECO:0000269|PubMed:19846785}.",False
Q5TC63,0.7095004013366202,0.8283508324335209,2,"38,41,42,45,59,62,63,64,66,67,249,303,306,307,310",0.8565216253266226,4.778552077265813,96.9975,human,False,False,Q5TC63,4,0.25,GRTP1,Growth hormone-regulated TBC protein 1 (TBC1 domain family member 6),Alternative splicing;Direct protein sequencing;GTPase activation;Proteomics identification;Reference proteome,FUNCTION: May act as a GTPase-activating protein for Rab family protein(s).,False
Q8NCG5,0.6998419447523206,0.8154179552573038,18,"52,205,209,212,213,216,217,315,316,317,318,319,325,330,331,333,334",0.8582616316456837,6.448652645705359,89.98166666666667,human,False,False,Q9NS84,5,0.2,CHST4,Carbohydrate sulfotransferase 4 (EC 2.8.2.-) (Galactose/N-acetylglucosamine/N-acetylglucosamine 6-O-sulfotransferase 3) (GST-3) (High endothelial cells N-acetylglucosamine 6-O-sulfotransferase) (HEC-GlcNAc6ST) (L-selectin ligand sulfotransferase) (LSST) (N-acetylglucosamine 6-O-sulfotransferase 2) (GlcNAc6ST-2) (Gn6st-2),Carbohydrate metabolism;Glycoprotein;Golgi apparatus;Inflammatory response;Membrane;Proteomics identification;Reference proteome;Signal-anchor;Transferase;Transmembrane;Transmembrane helix,"FUNCTION: Sulfotransferase involved in SELL/L-selectin ligand biosynthesis pathway. Catalyzes the transfer of the sulfate group from 3'-phospho-5'-adenylyl sulfate (PAPS) onto the hydroxyl group at C-6 position of the non-reducing N-acetylglucosamine (GlcNAc) residue within O-linked mucin-type glycans. Contributes to generate sialyl 6-sulfo Lewis X determinant (also known as MECA-79 epitope) for SELL recognition, a prerequisite for continuous lymphocyte homing into peripheral lymph nodes and antigen immune surveillance (PubMed:10330415, PubMed:11439191, PubMed:11726653, PubMed:12107080). Transfers the sulfate group primarily on core 2 GlcNAcbeta1-6(Galbeta1-3)GalNAcalphaSer/Thr and extended core 1 GlcNAcbeta1-3Galbeta1-3GalNAcalphaSer/Thr based O-linked glycans on CD34 and GLYCAM1 peripheral node addressins (PNAds) expressed on the lumenal side of high endothelial venules (HEVs) (PubMed:11439191). The recognition of PNAds by SELL initiates a multistep process comprising tethering and rolling of blood lymphocytes on HEVs against the blood flow, followed by chemokine signaling, integrin-mediated lymphocyte adhesion onto endothelial cells and lymphocyte transendothelial migration. Modulates rolling velocity and differential T and B lymphocyte recruitment into peripheral lymph nodes, with a major role in B lymphocyte homing. Might be redundant in sulfation of MADCAM1 and lymphocyte trafficking to mesenteric lymph nodes (By similarity). Can also sulfonate core 3 GlcNAcbeta1-3GalNAc-R based glycans as well as GlcNAcbeta1-3Galbeta1-Glc, GlcNAcbeta1-6ManOMe and GlcNAcbeta1-2Man oligosaccharides, which might be ectopically expressed during tumorigenesis (PubMed:11439191, PubMed:11726653, PubMed:12107080). {ECO:0000250|UniProtKB:Q9R1I1, ECO:0000269|PubMed:10330415, ECO:0000269|PubMed:11439191, ECO:0000269|PubMed:11726653, ECO:0000269|PubMed:12107080}.",True
P13807,0.6996099040470224,0.8340466210536511,81,"294,297,298,301,302,305,319,321,322,323,324,358,359,360,501,575,576,577,578,579,582,583,586",0.8388139060658326,20.64109354355231,96.53055555555554,human,False,False,P54840,6,0.16666666666666666,GYS1,"Glycogen [starch] synthase, muscle (EC 2.4.1.11) (Glycogen synthase 1)",3D-structure;Allosteric enzyme;Alternative splicing;Diabetes mellitus;Disease variant;Glycogen biosynthesis;Glycosyltransferase;Phosphoprotein;Proteomics identification;Reference proteome;Transferase,"FUNCTION: Glycogen synthase participates in the glycogen biosynthetic process along with glycogenin and glycogen branching enzyme. Extends the primer composed of a few glucose units formed by glycogenin by adding new glucose units to it. In this context, glycogen synthase transfers the glycosyl residue from UDP-Glc to the non-reducing end of alpha-1,4-glucan. {ECO:0000269|PubMed:35835870}.",True
Q9ULH1,0.6987526578035365,0.8118039202890968,109,"333,334,335,336,343,345,356,357,358,359,360,363,366,392,394",0.8607406792944522,19.495126311479304,87.21375,human,False,False,Q9ULH1,7,0.14285714285714285,ASAP1,"Arf-GAP with SH3 domain, ANK repeat and PH domain-containing protein 1 (130 kDa phosphatidylinositol 4,5-bisphosphate-dependent ARF1 GTPase-activating protein) (ADP-ribosylation factor-directed GTPase-activating protein 1) (ARF GTPase-activating protein 1) (Development and differentiation-enhancing factor 1) (DEF-1) (Differentiation-enhancing factor 1) (PIP2-dependent ARF1 GAP)",3D-structure;Alternative splicing;ANK repeat;Cilium biogenesis/degradation;Cytoplasm;Golgi apparatus;GTPase activation;Membrane;Metal-binding;Phosphoprotein;Proteomics identification;Reference proteome;Repeat;SH3 domain;Zinc;Zinc-finger,"FUNCTION: Possesses phosphatidylinositol 4,5-bisphosphate-dependent GTPase-activating protein activity for ARF1 (ADP ribosylation factor 1) and ARF5 and a lesser activity towards ARF6. May coordinate membrane trafficking with cell growth or actin cytoskeleton remodeling by binding to both SRC and PIP2. May function as a signal transduction protein involved in the differentiation of fibroblasts into adipocytes and possibly other cell types. Part of the ciliary targeting complex containing Rab11, ASAP1, Rabin8/RAB3IP, RAB11FIP3 and ARF4, which direct preciliary vesicle trafficking to mother centriole and ciliogenesis initiation (PubMed:25673879). {ECO:0000250, ECO:0000269|PubMed:20393563, ECO:0000269|PubMed:25673879}.",True
Q8N271,0.6969643370152026,0.8111909970636655,14,"137,138,139,140,141,468,471,472,804,807,808,809",0.8591864795566784,18.033752707384902,72.68684210526317,human,False,False,Q8N271,8,0.125,PROM2,Prominin-2 (PROM-2) (Prominin-like protein 2) (hPROML2),Alternative splicing;Cell membrane;Cell projection;Cilium;Glycoprotein;Membrane;Phosphoprotein;Proteomics identification;Reference proteome;Signal;Transmembrane;Transmembrane helix,,False
Q01638,0.693125346914906,0.8271837937543748,15,"362,371,373,375,442,443,474,476,477,478,507,533,534,535,536,537",0.8379339055580237,20.154444210464284,85.5411111111111,human,False,False,Q01638,9,0.1111111111111111,IL1RL1,Interleukin-1 receptor-like 1 (EC 3.2.2.6) (Protein ST2),3D-structure;Alternative splicing;Cell membrane;Direct protein sequencing;Disulfide bond;Glycoprotein;Hydrolase;Immunoglobulin domain;Isopeptide bond;Membrane;NAD;Proteomics identification;Receptor;Reference proteome;Repeat;Secreted;Signal;Transmembrane;Transmembrane helix;Ubl conjugation,"FUNCTION: Receptor for interleukin-33 (IL-33) which plays crucial roles in innate and adaptive immunity, contributing to tissue homeostasis and responses to environmental stresses together with coreceptor IL1RAP (PubMed:35238669). Its stimulation recruits MYD88, IRAK1, IRAK4, and TRAF6, followed by phosphorylation of MAPK3/ERK1 and/or MAPK1/ERK2, MAPK14, and MAPK8. Possibly involved in helper T-cell function (Probable) (PubMed:16286016). Upon tissue injury, induces UCP2-dependent mitochondrial rewiring that attenuates the generation of reactive oxygen species and preserves the integrity of Krebs cycle required for persistent production of itaconate and subsequent GATA3-dependent differentiation of inflammation-resolving alternatively activated macrophages (By similarity). {ECO:0000250|UniProtKB:P14719, ECO:0000269|PubMed:16286016, ECO:0000269|PubMed:35238669, ECO:0000305|PubMed:19836339}.; FUNCTION: [Isoform B]: Inhibits IL-33 signaling. {ECO:0000250|UniProtKB:P14719}.",True
Q16394,0.6794175345133743,0.8228719139343786,50,"236,266,268,269,271,275,280,300,319,339,340,341,343,344,345,346",0.8256662100239767,16.680362344479725,91.43444444444444,human,False,False,Q92935,11,0.18181818181818182,EXT1,Exostosin-1 (EC 2.4.1.225) (Exostosin glycosyltransferase 1) (Heparan sulfate co-polymerase subunit EXT1) (Multiple exostoses protein 1) (N-acetylglucosaminyl-proteoglycan 4-beta-glucuronosyltransferase),3D-structure;Disease variant;Disulfide bond;Endoplasmic reticulum;Glycoprotein;Glycosyltransferase;Golgi apparatus;Hereditary multiple exostoses;Manganese;Membrane;Metal-binding;Proteomics identification;Reference proteome;Signal-anchor;Transferase;Transmembrane;Transmembrane helix;Tumor suppressor,"FUNCTION: Glycosyltransferase forming with EXT2 the heterodimeric heparan sulfate polymerase which catalyzes the elongation of the heparan sulfate glycan backbone (PubMed:10639137, PubMed:22660413, PubMed:36402845, PubMed:36593275, PubMed:9620772). Glycan backbone extension consists in the alternating transfer of (1->4)-beta-D-GlcA and (1->4)-alpha-D-GlcNAc residues from their respective UDP-sugar donors. Both EXT1 and EXT2 are required for the full activity of the polymerase since EXT1 bears the N-acetylglucosaminyl-proteoglycan 4-beta-glucuronosyltransferase activity within the complex while EXT2 carries the glucuronosyl-N-acetylglucosaminyl-proteoglycan 4-alpha-N-acetylglucosaminyltransferase activity (PubMed:36402845, PubMed:36593275). Heparan sulfate proteoglycans are ubiquitous components of the extracellular matrix and play an important role in tissue homeostasis and signaling (PubMed:10639137, PubMed:11391482, PubMed:22660413, PubMed:9620772). {ECO:0000269|PubMed:10639137, ECO:0000269|PubMed:11391482, ECO:0000269|PubMed:22660413, ECO:0000269|PubMed:36402845, ECO:0000269|PubMed:36593275, ECO:0000269|PubMed:9620772}.",True
Q96MK3,0.6787209498743251,0.8104200442249156,67,"132,133,136,137,139,140,143,195,196,197,200,203,227,297,298",0.8374927973597354,13.829514913919995,95.29,human,False,False,O75063,12,0.16666666666666666,FAM20A,Pseudokinase FAM20A,3D-structure;Amelogenesis imperfecta;Biomineralization;Disease variant;Disulfide bond;Endoplasmic reticulum;Glycoprotein;Golgi apparatus;Proteomics identification;Reference proteome;Secreted;Signal,FUNCTION: Pseudokinase that acts as an allosteric activator of the Golgi serine/threonine protein kinase FAM20C and is involved in biomineralization of teeth. Forms a complex with FAM20C and increases the ability of FAM20C to phosphorylate the proteins that form the 'matrix' that guides the deposition of the enamel minerals. {ECO:0000269|PubMed:25789606}.,True
Q05048,0.6711004450346851,0.8277604622988571,4,"112,113,114,175,177,193,219,220,221,237,282,308,310,326,354,355,356,357,358,401,402",0.8107423289714809,7.758748031389343,97.0958823529412,human,False,False,Q05048,13,0.15384615384615385,CSTF1,Cleavage stimulation factor subunit 1 (CF-1 50 kDa subunit) (Cleavage stimulation factor 50 kDa subunit) (CSTF 50 kDa subunit) (CstF-50),3D-structure;Direct protein sequencing;mRNA processing;Nucleus;Proteomics identification;Reference proteome;Repeat;WD repeat,FUNCTION: One of the multiple factors required for polyadenylation and 3'-end cleavage of mammalian pre-mRNAs (PubMed:10669729). May be responsible for the interaction of CSTF with other factors to form a stable complex on the pre-mRNA (PubMed:10669729). {ECO:0000303|PubMed:10669729}.,False
P54840,0.6709221728003693,0.7809378536742128,17,"294,297,298,301,321,322,323,324,360,501,575,579,582,583,586",0.8591236417133146,21.776180120102403,95.92388888888888,human,False,False,P54840,14,0.14285714285714285,GYS2,"Glycogen [starch] synthase, liver (EC 2.4.1.11) (Glycogen synthase 2)",Allosteric enzyme;Disease variant;Glycogen biosynthesis;Glycogen storage disease;Glycosyltransferase;Phosphoprotein;Proteomics identification;Reference proteome;Transferase,"FUNCTION: Glycogen synthase participates in the glycogen biosynthetic process along with glycogenin and glycogen branching enzyme. Extends the primer composed of a few glucose units formed by glycogenin by adding new glucose units to it. In this context, glycogen synthase transfers the glycosyl residue from UDP-Glc to the non-reducing end of alpha-1,4-glucan. {ECO:0000269|PubMed:1731614, ECO:0000269|PubMed:9691087}.",True
O15213,0.6681834265285415,0.807760906768818,68,"198,199,200,213,215,238,239,240,241,242,256,279,280,319,321,322,362,363,405,406,451",0.8272044622726169,7.936023035127283,94.67357142857142,human,False,False,O15213,15,0.13333333333333333,WDR46,WD repeat-containing protein 46 (WD repeat-containing protein BING4),3D-structure;Nucleus;Phosphoprotein;Proteomics identification;Reference proteome;Repeat;WD repeat,"FUNCTION: Scaffold component of the nucleolar structure. Required for localization of DDX21 and NCL to the granular compartment of the nucleolus (PubMed:23848194). Part of the small subunit (SSU) processome, first precursor of the small eukaryotic ribosomal subunit. During the assembly of the SSU processome in the nucleolus, many ribosome biogenesis factors, an RNA chaperone and ribosomal proteins associate with the nascent pre-rRNA and work in concert to generate RNA folding, modifications, rearrangements and cleavage as well as targeted degradation of pre-ribosomal RNA by the RNA exosome (PubMed:34516797). {ECO:0000269|PubMed:23848194, ECO:0000269|PubMed:34516797}.",False
