uniprot_id,combined,learned_score,top_pocket,top_pocket_residues,p_ip_given_site,hull_depth,plddt_mean,organism_key,annotated,seen,cluster,rank,precision_at_rank,gene,protein_name,keywords,function,explained,decision,homologues,basic_positions,conserved_positions,basic_fraction,triage
Q869U6,0.6646800588199525,0.7583404694769883,126,"419,421,422,423,424,428,430,441,443,448,449,450,476,477,478",0.8764929284050587,9.902996428849232,88.77647058823528,dictyostelium,False,False,Q869U6,11,0.0,DG1112,RasGTPase-activating protein,Reference proteome,,False,not evaluable: 5 homologues (fewer than 10),5,"[421, 424, 430, 443, 450, 476, 478]","[421, 424, 430, 443, 450, 476]","{'421': 1.0, '424': 1.0, '430': 1.0, '443': 1.0, '450': 1.0, '476': 0.8, '478': 0.6}",not evaluable: 5 homologues (fewer than 10)
Q54L34,0.6625890979624842,0.8348566679504905,2,"12,15,16,19,20,23,27,28,65,68,69,70,71,73,74,91,92,116,117,118,119,120,123,133,134,135,137,139,140,141,142,143,153,154,155,156,159,182,184",0.7936561129577966,13.054135435392118,86.21000000000001,dictyostelium,False,False,Q86TN4,12,0.0,,2'-phosphotransferase (EC 2.7.1.160),Membrane;NAD;Reference proteome;Transferase;Transmembrane;Transmembrane helix,"FUNCTION: Catalyzes the last step of tRNA splicing, the transfer of the splice junction 2'-phosphate from ligated tRNA to NAD to produce ADP-ribose 1''-2'' cyclic phosphate. {ECO:0000256|ARBA:ARBA00003343}.",True,not evaluable: 0 homologues (fewer than 10),0,"[20, 27, 28, 71, 73, 117, 123, 133, 134, 137, 139, 141, 156]",[],"{'20': None, '27': None, '28': None, '71': None, '73': None, '117': None, '123': None, '133': None, '134': None, '137': None, '139': None, '141': None, '156': None}",explained
Q54JX1,0.6624177297860394,0.8091358233372732,1,"45,46,47,48,49,50,51,52,55,67,68,69,72,73,83,86,87,90,150,151,152,153,154,174,180,181,182,183,184,185,187,188,189,192,195,213,235,238,239,241,245,248,249,269,272,274,277,278",0.8186730962595422,15.799156523997643,90.8135294117647,dictyostelium,False,False,Q54JX1,13,0.0,,Uncharacterized protein,Reference proteome,,False,not evaluable: 2 homologues (fewer than 10),2,"[49, 55, 73, 152, 181, 184, 188, 241, 248]","[49, 73, 152, 181, 184, 188, 241, 248]","{'49': 1.0, '55': 0.5, '73': 1.0, '152': 1.0, '181': 1.0, '184': 1.0, '188': 1.0, '241': 1.0, '248': 1.0}",not evaluable: 2 homologues (fewer than 10)
Q54ZK5,0.6602614343539845,0.7587723924584113,89,"60,65,85,86,87,108,113,117",0.8701706083622089,10.81027347308644,77.86857142857146,dictyostelium,False,False,Q54EA8,14,0.0,,Reverse transcriptase domain-containing protein,DNA recombination;DNA-binding;DNA-directed DNA polymerase;Magnesium;Metal-binding;Multifunctional enzyme;Nucleotidyltransferase;Reference proteome;RNA-binding;RNA-directed DNA polymerase;Transferase,,False,not conserved,10,"[60, 65, 87, 113]",[],"{'60': 0.5, '65': 0.5, '87': 0.5, '113': 0.5}",not conserved
Q86HQ2,0.6561023163096514,0.760202459787253,2,"30,32,99,101,102,103,104,105,106,107,108,109,112,113,114,115,116,122,123,125,126,127,128,129,131,132,133,134,135,137,138,139,140,153,156,157,158,159,161,206,209,212,213,216,222,345,346,347,348,349,350,351,353,356,436,437,439,440,441,442,443,444,445,446,447,448,615,618,619,622,623,624,626",0.863062606365764,12.05197678533441,78.86066666666666,dictyostelium,False,False,Q55DA0,15,0.0,abcG8,ABC transporter G family member 8 (ABC transporter ABCG.8),ATP-binding;Membrane;Nucleotide-binding;Reference proteome;Transmembrane;Transmembrane helix;Transport,,True,conserved,13,"[106, 107, 128, 129, 157, 206, 349, 439, 442, 445, 619, 622, 623, 626]","[106, 107, 128, 157, 206, 439, 442, 445, 623, 626]","{'106': 1.0, '107': 1.0, '128': 1.0, '129': 0.6923076923076923, '157': 0.9230769230769231, '206': 1.0, '349': 0.6923076923076923, '439': 1.0, '442': 0.8461538461538461, '445': 0.9230769230769231, '619': 0.5384615384615384, '622': 0.23076923076923078, '623': 0.9230769230769231, '626': 0.9230769230769231}",explained
Q54V51,0.6555747835453235,0.7642039212455558,16,"182,184,207,208,209,229,230,231,260,261,262,264,285,287",0.8578532055643204,16.445293808953764,91.23875,dictyostelium,False,False,Q54EB8,16,0.0,,FNIP repeat-containing protein,Reference proteome,,False,not evaluable: 1 homologues (fewer than 10),1,"[182, 184, 209, 229, 260, 287]","[182, 184, 209, 229, 260, 287]","{'182': 1.0, '184': 1.0, '209': 1.0, '229': 1.0, '260': 1.0, '287': 1.0}",not evaluable: 1 homologues (fewer than 10)
Q54S10,0.6451384347945256,0.8028337477592775,2,"65,69,80,83,84,87,126,127,130,131,134,135,138,208,211,212,215,216,219,262,322,325,326,367",0.8035766266616442,18.012156821079635,91.93,dictyostelium,False,False,Q54S10,17,0.0,mcfU,Mitochondrial substrate carrier family protein U,Membrane;Mitochondrion;Mitochondrion inner membrane;Reference proteome;Repeat;Transmembrane;Transmembrane helix;Transport,"FUNCTION: Mitochondrial solute carriers shuttle metabolites, nucleotides, and cofactors through the mitochondrial inner membrane. {ECO:0000250}.",False,not evaluable: 3 homologues (fewer than 10),3,"[69, 83, 127, 208, 215, 262, 325, 367]","[69, 83, 127, 208, 215, 262, 325, 367]","{'69': 1.0, '83': 1.0, '127': 1.0, '208': 1.0, '215': 1.0, '262': 1.0, '325': 1.0, '367': 1.0}",not evaluable: 3 homologues (fewer than 10)
Q55FR9,0.64352026296914,0.7291621744310096,79,"2,4,314,316,317,318,319,485,486,522,523,524,560,562,576",0.8825475121104589,26.62043491553312,84.978125,dictyostelium,False,False,P53622,18,0.0,copa,Coatomer subunit alpha (Alpha-coat protein) (Alpha-COP),Cytoplasm;ER-Golgi transport;Golgi apparatus;Membrane;Protein transport;Reference proteome;Repeat;Transport;WD repeat,"FUNCTION: The coatomer is a cytosolic protein complex that binds to dilysine motifs and reversibly associates with Golgi non-clathrin-coated vesicles, which further mediate biosynthetic protein transport from the ER, via the Golgi up to the trans Golgi network. Coatomer complex is required for budding from Golgi membranes, and is essential for the retrograde Golgi-to-ER transport of dilysine-tagged proteins (By similarity). {ECO:0000250}.",False,not evaluable: 6 homologues (fewer than 10),6,"[4, 314, 317, 319, 485, 524, 576]","[4, 314, 317, 319, 485, 524, 576]","{'4': 1.0, '314': 1.0, '317': 1.0, '319': 1.0, '485': 1.0, '524': 1.0, '576': 1.0}",not evaluable: 6 homologues (fewer than 10)
Q54DB2,0.6428420043464393,0.7334547729822233,112,"742,852,856,859,930,933,934,937",0.8764575922420507,17.210190183595785,89.97529411764705,dictyostelium,False,False,Q54DB2,19,0.0,psmE4,Proteasome activator complex subunit 4,DNA damage;DNA repair;Proteasome;Reference proteome;Repeat,,False,not evaluable: 1 homologues (fewer than 10),1,"[742, 856, 933, 937]","[742, 856, 933, 937]","{'742': 1.0, '856': 1.0, '933': 1.0, '937': 1.0}",not evaluable: 1 homologues (fewer than 10)
Q54ZL1,0.6426706955129889,0.7225878549331132,8,"28,30,53,83,267,269,292,322",0.8894014632621776,8.821257159745809,89.64999999999999,dictyostelium,False,False,Q54ZL1,20,0.0,,Uncharacterized protein,Reference proteome,,False,not evaluable: 0 homologues (fewer than 10),0,"[28, 30, 53, 83, 267, 269, 292, 322]",[],"{'28': None, '30': None, '53': None, '83': None, '267': None, '269': None, '292': None, '322': None}",not evaluable: 0 homologues (fewer than 10)
Q54RD7,0.6414911709957841,0.7578735670449925,8,"54,57,58,61,249,357,405,508,509,510,511,699,700,705,706,707,708,710,711",0.8464356046840473,19.393096134788763,88.67625,dictyostelium,False,False,Q54RD7,21,0.0,,DUF1446-domain-containing protein,Reference proteome,,False,not evaluable: 6 homologues (fewer than 10),6,"[54, 61, 357, 508, 509, 707, 708, 710]","[54, 61, 357, 508, 509, 707, 708, 710]","{'54': 0.8333333333333334, '61': 0.8333333333333334, '357': 1.0, '508': 1.0, '509': 1.0, '707': 1.0, '708': 1.0, '710': 1.0}",not evaluable: 6 homologues (fewer than 10)
Q55AR6,0.6360687487296126,0.7359301869885168,26,"816,817,818,824,826,837,844,845,876",0.8643058267964997,10.622203956956696,91.21333333333332,dictyostelium,False,False,Q55AR6,22,0.0,nfaA,Neurofibromin-A (DdNF1),GTPase activation;Reference proteome,"FUNCTION: Regulator of the GTPase activity of Ras, mainly RasG and RasB. {ECO:0000269|PubMed:18948008}.",False,not evaluable: 6 homologues (fewer than 10),6,"[816, 826, 844, 876]","[816, 826, 844, 876]","{'816': 1.0, '826': 1.0, '844': 1.0, '876': 1.0}",not evaluable: 6 homologues (fewer than 10)
Q55E68,0.6218725339229294,0.6989898709561687,1,"21,22,23,24,25,26,27,29,32,33,35,36,39,43,46,48,49,50,66,73,76,77,78,79,80,81,91,92,94,95,96,98,99,100,101,102,104,120,125,140,142,157,158,161",0.889673169472759,9.963135936054648,92.54666666666668,dictyostelium,False,False,Q55E68,23,0.0,nudt21,Cleavage and polyadenylation specificity factor subunit 5,Cytoplasm;Differentiation;mRNA processing;Nucleus;Reference proteome;RNA-binding,"FUNCTION: Component of the cleavage factor Im (CFIm) complex that functions as an activator of the pre-mRNA 3'-end cleavage and polyadenylation processing required for the maturation of pre-mRNA into functional mRNAs. CFIm contributes to the recruitment of multiprotein complexes on specific sequences on the pre-mRNA 3'-end, so called cleavage and polyadenylation signals (pA signals). Most pre-mRNAs contain multiple pA signals, resulting in alternative cleavage and polyadenylation (APA) producing mRNAs with variable 3'-end formation. The CFIm complex acts as a key regulator of cleavage and polyadenylation site choice during APA through its binding to 5'-UGUA-3' elements localized in the 3'-untranslated region (UTR) for a huge number of pre-mRNAs. Binds to 5'-UGUA-3' elements localized upstream of pA signals that act as enhancers of pre-mRNA 3'-end processing. The homodimer mediates simultaneous sequence-specific recognition of two 5'-UGUA-3' elements within the pre-mRNA. Plays a role in somatic cell fate transitions and pluripotency by regulating widespread changes in gene expression through an APA-dependent function. Binds to chromatin. {ECO:0000250|UniProtKB:O43809, ECO:0000250|UniProtKB:Q9CQF3}.",False,not evaluable: 7 homologues (fewer than 10),7,"[22, 23, 25, 32, 35, 46, 73, 78, 80, 91, 92, 95, 96, 120, 142]","[25, 32, 35, 46, 73, 78, 80, 91, 92, 95, 96, 120, 142]","{'22': 0.2857142857142857, '23': 0.42857142857142855, '25': 0.8571428571428571, '32': 0.8571428571428571, '35': 0.8571428571428571, '46': 0.8571428571428571, '73': 1.0, '78': 1.0, '80': 1.0, '91': 1.0, '92': 1.0, '95': 0.8571428571428571, '96': 1.0, '120': 1.0, '142': 1.0}",not evaluable: 7 homologues (fewer than 10)
Q557D2,0.620545884784635,0.7972484911635062,15,"214,216,217,218,314,334,335,336,339,340,341,343,345,347,367,381,465,466,467,468,470,471,474,475,479,480,481,482,483,485",0.7783594345584888,11.916101585775092,95.91388888888888,dictyostelium,False,False,Q557D2,24,0.0,g6pd-1; g6pd-2,Glucose-6-phosphate 1-dehydrogenase (G6PD) (EC 1.1.1.49),Carbohydrate metabolism;Cytoplasm;Glucose metabolism;NADP;Oxidoreductase;Reference proteome,"FUNCTION: Cytosolic glucose-6-phosphate dehydrogenase that catalyzes the first and rate-limiting step of the oxidative branch within the pentose phosphate pathway/shunt, an alternative route to glycolysis for the dissimilation of carbohydrates and a major source of reducing power and metabolic intermediates for fatty acid and nucleic acid biosynthetic processes. {ECO:0000250|UniProtKB:P11413}.",True,conserved,96,"[218, 334, 343, 347, 381, 465, 468, 475, 481]","[218, 334, 343, 347, 381, 465]","{'218': 1.0, '334': 0.9791666666666666, '343': 0.9895833333333334, '347': 1.0, '381': 1.0, '465': 0.9895833333333334, '468': 0.13541666666666666, '475': 0.052083333333333336, '481': 0.16666666666666666}",explained
Q552Q7,0.6201216301317618,0.7040772124738839,124,"151,152,153,154,157,161,164,173,176,177,180",0.8807579895291154,6.76202085668757,83.76823529411764,dictyostelium,False,False,Q552Q7,25,0.0,pds5,Sister chromatid cohesion protein PDS5 homolog (Precocious dissociation of sisters protein 5 homolog),Cell cycle;Cell division;Coiled coil;Mitosis;Nucleus;Reference proteome,FUNCTION: May regulate sister chromatid cohesion during mitosis and couple it to DNA replication. {ECO:0000250}.,False,not evaluable: 2 homologues (fewer than 10),2,"[151, 157, 164, 173, 176, 177, 180]","[151, 157, 164, 173, 176, 177, 180]","{'151': 1.0, '157': 1.0, '164': 1.0, '173': 1.0, '176': 1.0, '177': 1.0, '180': 1.0}",not evaluable: 2 homologues (fewer than 10)
Q8TBH0,0.7515302307669759,0.8369623473192135,15,"50,52,54,56,126,128,130,132,144,146",0.8979259738196392,12.347633755952302,96.11142857142856,human,False,False,Q9H3M7,1,0.0,ARRDC2,Arrestin domain-containing protein 2,Alternative splicing;Proteomics identification;Reference proteome,,False,conserved,119,"[50, 52, 54, 56, 128, 132, 144, 146]","[128, 132, 144, 146]","{'50': 0.42857142857142855, '52': 0.7394957983193278, '54': 0.3865546218487395, '56': 0.42016806722689076, '128': 0.9831932773109243, '132': 0.957983193277311, '144': 0.9747899159663865, '146': 0.9831932773109243}",conserved basic pocket
P12271,0.7423325140060034,0.8374854522825501,5,"50,51,52,53,101,102,103,104,106,109,227,228,229,233,234,235,236,259,261,262,265",0.8863825777305036,14.88132155064736,96.975,human,False,False,P12271,2,0.0,RLBP1,Retinaldehyde-binding protein 1 (Cellular retinaldehyde-binding protein),3D-structure;Acetylation;Cytoplasm;Disease variant;Proteomics identification;Reference proteome;Retinol-binding;Sensory transduction;Transport;Vision,"FUNCTION: Soluble retinoid carrier essential the proper function of both rod and cone photoreceptors. Participates in the regeneration of active 11-cis-retinol and 11-cis-retinaldehyde, from the inactive 11-trans products of the rhodopsin photocycle and in the de novo synthesis of these retinoids from 11-trans metabolic precursors. The cycling of retinoids between photoreceptor and adjacent pigment epithelium cells is known as the 'visual cycle'. {ECO:0000269|PubMed:19846785}.",False,conserved,360,"[101, 103, 104, 109, 234, 236, 259, 261, 265]","[101, 103, 104, 109, 234, 236, 259, 261, 265]","{'101': 0.9944444444444445, '103': 0.9944444444444445, '104': 0.9944444444444445, '109': 0.9944444444444445, '234': 0.9833333333333333, '236': 0.9833333333333333, '259': 0.9888888888888889, '261': 0.9888888888888889, '265': 0.9861111111111112}",conserved basic pocket
Q5TC63,0.7095004013366202,0.8283508324335209,2,"38,41,42,45,59,62,63,64,66,67,249,303,306,307,310",0.8565216253266226,4.778552077265813,96.9975,human,False,False,Q5TC63,4,0.25,GRTP1,Growth hormone-regulated TBC protein 1 (TBC1 domain family member 6),Alternative splicing;Direct protein sequencing;GTPase activation;Proteomics identification;Reference proteome,FUNCTION: May act as a GTPase-activating protein for Rab family protein(s).,False,conserved,22,"[41, 42, 45, 59, 62, 63, 66, 67, 249, 303]","[41, 59, 62, 63, 66, 67, 249, 303]","{'41': 0.8181818181818182, '42': 0.7727272727272727, '45': 0.7727272727272727, '59': 0.8181818181818182, '62': 0.9090909090909091, '63': 0.9090909090909091, '66': 0.9090909090909091, '67': 0.9090909090909091, '249': 0.9545454545454546, '303': 0.9545454545454546}",conserved basic pocket
Q8NCG5,0.6998419447523206,0.8154179552573038,18,"52,205,209,212,213,216,217,315,316,317,318,319,325,330,331,333,334",0.8582616316456837,6.448652645705359,89.98166666666667,human,False,False,Q9NS84,5,0.2,CHST4,Carbohydrate sulfotransferase 4 (EC 2.8.2.-) (Galactose/N-acetylglucosamine/N-acetylglucosamine 6-O-sulfotransferase 3) (GST-3) (High endothelial cells N-acetylglucosamine 6-O-sulfotransferase) (HEC-GlcNAc6ST) (L-selectin ligand sulfotransferase) (LSST) (N-acetylglucosamine 6-O-sulfotransferase 2) (GlcNAc6ST-2) (Gn6st-2),Carbohydrate metabolism;Glycoprotein;Golgi apparatus;Inflammatory response;Membrane;Proteomics identification;Reference proteome;Signal-anchor;Transferase;Transmembrane;Transmembrane helix,"FUNCTION: Sulfotransferase involved in SELL/L-selectin ligand biosynthesis pathway. Catalyzes the transfer of the sulfate group from 3'-phospho-5'-adenylyl sulfate (PAPS) onto the hydroxyl group at C-6 position of the non-reducing N-acetylglucosamine (GlcNAc) residue within O-linked mucin-type glycans. Contributes to generate sialyl 6-sulfo Lewis X determinant (also known as MECA-79 epitope) for SELL recognition, a prerequisite for continuous lymphocyte homing into peripheral lymph nodes and antigen immune surveillance (PubMed:10330415, PubMed:11439191, PubMed:11726653, PubMed:12107080). Transfers the sulfate group primarily on core 2 GlcNAcbeta1-6(Galbeta1-3)GalNAcalphaSer/Thr and extended core 1 GlcNAcbeta1-3Galbeta1-3GalNAcalphaSer/Thr based O-linked glycans on CD34 and GLYCAM1 peripheral node addressins (PNAds) expressed on the lumenal side of high endothelial venules (HEVs) (PubMed:11439191). The recognition of PNAds by SELL initiates a multistep process comprising tethering and rolling of blood lymphocytes on HEVs against the blood flow, followed by chemokine signaling, integrin-mediated lymphocyte adhesion onto endothelial cells and lymphocyte transendothelial migration. Modulates rolling velocity and differential T and B lymphocyte recruitment into peripheral lymph nodes, with a major role in B lymphocyte homing. Might be redundant in sulfation of MADCAM1 and lymphocyte trafficking to mesenteric lymph nodes (By similarity). Can also sulfonate core 3 GlcNAcbeta1-3GalNAc-R based glycans as well as GlcNAcbeta1-3Galbeta1-Glc, GlcNAcbeta1-6ManOMe and GlcNAcbeta1-2Man oligosaccharides, which might be ectopically expressed during tumorigenesis (PubMed:11439191, PubMed:11726653, PubMed:12107080). {ECO:0000250|UniProtKB:Q9R1I1, ECO:0000269|PubMed:10330415, ECO:0000269|PubMed:11439191, ECO:0000269|PubMed:11726653, ECO:0000269|PubMed:12107080}.",True,conserved,59,"[52, 205, 212, 216, 318, 325]","[52, 205, 212, 216, 318, 325]","{'52': 1.0, '205': 1.0, '212': 1.0, '216': 0.9830508474576272, '318': 0.9491525423728814, '325': 0.9830508474576272}",explained
